0	0
0	5
0	8
0	20
0	24
0	25
0	63
0	69
0	97
0	208
0	250
0	261
0	37
0	47
0	51
0	57
0	65
0	71
0	76
0	85
0	86
0	92
0	202
0	205
0	211
0	215
0	235
0	236
0	237
0	238
0	239
0	240
0	252
5	0
5	5
5	8
5	20
5	24
5	25
5	63
5	69
5	97
5	208
5	250
5	261
5	37
5	47
5	51
5	57
5	65
5	71
5	76
5	85
5	86
5	92
5	202
5	205
5	211
5	215
5	235
5	236
5	237
5	238
5	239
5	240
5	252
8	0
8	5
8	8
8	20
8	24
8	25
8	63
8	69
8	97
8	208
8	250
8	261
8	37
8	47
8	51
8	57
8	65
8	71
8	76
8	85
8	86
8	92
8	202
8	205
8	211
8	215
8	235
8	236
8	237
8	238
8	239
8	240
8	252
20	0
20	5
20	8
20	20
20	24
20	25
20	63
20	69
20	97
20	208
20	250
20	261
20	37
20	47
20	51
20	57
20	65
20	71
20	76
20	85
20	86
20	92
20	202
20	205
20	211
20	215
20	235
20	236
20	237
20	238
20	239
20	240
20	252
24	0
24	5
24	8
24	20
24	24
24	25
24	63
24	69
24	97
24	208
24	250
24	261
24	37
24	47
24	51
24	57
24	65
24	71
24	76
24	85
24	86
24	92
24	202
24	205
24	211
24	215
24	235
24	236
24	237
24	238
24	239
24	240
24	252
25	0
25	5
25	8
25	20
25	24
25	25
25	63
25	69
25	97
25	208
25	250
25	261
25	37
25	47
25	51
25	57
25	65
25	71
25	76
25	85
25	86
25	92
25	202
25	205
25	211
25	215
25	235
25	236
25	237
25	238
25	239
25	240
25	252
63	0
63	5
63	8
63	20
63	24
63	25
63	63
63	69
63	97
63	208
63	250
63	261
63	37
63	47
63	51
63	57
63	65
63	71
63	76
63	85
63	86
63	92
63	202
63	205
63	211
63	215
63	235
63	236
63	237
63	238
63	239
63	240
63	252
69	0
69	5
69	8
69	20
69	24
69	25
69	63
69	69
69	97
69	208
69	250
69	261
69	37
69	47
69	51
69	57
69	65
69	71
69	76
69	85
69	86
69	92
69	202
69	205
69	211
69	215
69	235
69	236
69	237
69	238
69	239
69	240
69	252
97	0
97	5
97	8
97	20
97	24
97	25
97	63
97	69
97	97
97	208
97	250
97	261
97	37
97	47
97	51
97	57
97	65
97	71
97	76
97	85
97	86
97	92
97	202
97	205
97	211
97	215
97	235
97	236
97	237
97	238
97	239
97	240
97	252
208	0
208	5
208	8
208	20
208	24
208	25
208	63
208	69
208	97
208	208
208	250
208	261
208	37
208	47
208	51
208	57
208	65
208	71
208	76
208	85
208	86
208	92
208	202
208	205
208	211
208	215
208	235
208	236
208	237
208	238
208	239
208	240
208	252
250	0
250	5
250	8
250	20
250	24
250	25
250	63
250	69
250	97
250	208
250	250
250	261
250	37
250	47
250	51
250	57
250	65
250	71
250	76
250	85
250	86
250	92
250	202
250	205
250	211
250	215
250	235
250	236
250	237
250	238
250	239
250	240
250	252
261	0
261	5
261	8
261	20
261	24
261	25
261	63
261	69
261	97
261	208
261	250
261	261
261	37
261	47
261	51
261	57
261	65
261	71
261	76
261	85
261	86
261	92
261	202
261	205
261	211
261	215
261	235
261	236
261	237
261	238
261	239
261	240
261	252
37	0
37	5
37	8
37	20
37	24
37	25
37	63
37	69
37	97
37	208
37	250
37	261
37	37
37	47
37	51
37	57
37	65
37	71
37	76
37	85
37	86
37	92
37	202
37	205
37	211
37	215
37	235
37	236
37	237
37	238
37	239
37	240
37	252
47	0
47	5
47	8
47	20
47	24
47	25
47	63
47	69
47	97
47	208
47	250
47	261
47	37
47	47
47	51
47	57
47	65
47	71
47	76
47	85
47	86
47	92
47	202
47	205
47	211
47	215
47	235
